2.812511 1.028899 
2.989076 3.244200 
3.157254 3.351700 
3.153160 3.227562 
2.902005 3.003756 
2.992127 3.069880 
0.927307 3.627769 
2.912909 2.845952 
3.012850 3.097332 
3.049051 3.545934 
3.047797 1.750583 
2.723524 1.507785 
3.005878 2.856833 
3.107133 2.545004 
2.626252 2.252609 
2.914969 2.304602 
0.476342 2.234668 
3.062136 3.060129 
2.856735 3.020719 
2.499752 3.316785 
3.539082 3.012836 
2.599272 3.003105 
3.055794 3.260974 
2.885235 0.332227 
3.165940 2.845065 
3.462484 3.166937 
3.244000 -0.159461 
2.805159 -0.591857 
2.919894 0.587369 
2.713901 1.199640 
3.098900 0.763864 
3.123310 1.812754 
2.781532 3.170093 
3.283880 3.330092 
3.058147 0.938097 
2.542925 3.283379 
3.226273 1.056867 
2.550934 3.111947 
3.183100 3.035759 
0.549559 2.930941 
1.061867 2.638808 
0.602733 3.430578 
2.964507 3.186018 
1.843808 2.995490 
3.079371 2.678940 
3.385822 0.739092 
2.939468 3.123216 
2.876491 2.893818 
0.195399 3.827972 
2.821343 0.645818 
2.879163 3.384259 
0.938585 2.146499 
3.227211 2.909978 
3.015315 1.826977 
2.656417 2.421923 
-1.687013 3.965083 
3.271738 0.298224 
3.570993 3.265052 
3.161423 1.931340 
2.893501 2.564206 
3.343324 3.015540 
3.527239 2.782281 
3.065563 2.899736 
3.560533 3.566586 
2.754575 1.761596 
3.081179 0.748306 
3.219182 3.033475 
3.100252 2.925116 
3.087036 2.500005 
3.027997 1.198395 
2.559628 3.234750 
3.120206 1.690540 
3.694903 3.030424 
3.277165 0.692123 
2.774903 2.265129 
2.937855 1.043064 
2.849164 2.563878 
2.893394 2.531787 
2.890482 -0.404320 
3.732377 2.745852 
2.496709 2.660596 
2.582789 3.171017 
2.797914 2.683308 
3.367957 2.989860 
2.537700 2.929995 
3.063134 2.516109 
3.068020 0.938210 
2.339097 3.118283 
3.321307 1.041346 
3.029189 3.545492 
2.879967 3.179626 
3.281858 3.136236 
2.621436 3.258756 
2.628377 -0.238674 
2.827937 3.372986 
2.735273 3.062892 
3.269579 3.591520 
3.054980 4.312144 
2.785847 1.500157 
3.181449 0.658100 
2.837007 3.225642 
3.167749 2.564921 
3.343254 2.824677 
1.561391 3.812935 
3.216469 3.186285 
3.094596 3.328984 
2.600721 1.009128 
2.340061 3.515896 
2.618638 2.650325 
2.574282 2.846769 
3.120236 3.082758 
3.244601 1.012377 
3.265277 2.956895 
0.697713 2.899090 
3.338735 2.743563 
1.637542 3.184411 
2.921086 1.913301 
3.215501 -0.101837 
1.523986 3.538663 
2.409851 3.072242 
2.889762 3.258674 
2.820357 2.325928 
2.649320 2.739819 
2.691983 3.197125 
2.210125 3.075195 
3.191999 2.545977 
3.005955 0.706367 
2.614496 2.978633 
2.913749 2.401049 
3.079772 2.879179 
2.722786 3.045748 
3.623572 3.925350 
2.942120 2.923740 
3.293746 3.018636 
2.895620 3.027308 
3.000381 1.231319 
2.642928 3.206199 
2.900567 2.959116 
3.036072 3.022190 
3.058120 2.959147 
3.303159 1.036093 
2.547946 0.849889 
2.909358 3.054699 
3.040562 3.163645 
3.068106 2.939365 
2.898167 2.836122 
2.964927 3.132373 
1.991985 3.227112 
2.742756 2.958734 
3.253995 2.787058 
2.176010 3.449824 
2.931316 3.322791 
3.361736 2.525097 
3.026220 2.871524 
2.994851 3.132818 
3.258938 3.232778 
2.866544 1.710250 
3.086316 2.817210 
2.872110 0.079492 
2.903625 2.468305 
2.973911 3.501170 
3.415806 3.150308 
3.060552 0.924766 
3.148008 1.887031 
3.209562 1.183274 
2.691452 2.889084 
3.160320 2.717896 
3.108524 3.299032 
2.882103 3.325700 
2.638464 0.288992 
2.560848 2.649440 
2.825314 3.438630 
3.060666 0.955256 
3.201293 2.121553 
2.840596 3.408541 
2.728318 2.969367 
3.328196 2.689024 
0.456827 2.856695 
3.158786 1.217522 
3.167783 3.234605 
3.144738 1.140569 
3.310465 3.049230 
3.503708 2.377818 
2.950893 3.241449 
2.538546 3.209582 
3.221753 3.295730 
3.037134 3.639727 
3.631694 3.221771 
2.764732 1.073779 
2.863653 2.995416 
2.858984 1.604318 
3.099673 -0.521595 
2.810582 1.415290 
2.844330 2.877262 
3.133468 2.128141 
2.656639 0.896266 
3.470310 3.153485 
2.948673 3.552952 
3.429786 3.271114 
1.385811 3.055721 
3.217232 1.291808 
2.923040 1.643937 
2.654075 3.148904 
3.275158 2.494283 
3.286951 3.103385 
2.814856 2.616399 
3.097038 2.018949 
2.757476 2.593695 
2.905983 1.089574 
